latin,non-latin
"Śrīrāmadāsa praśasti : Śrīrāmadāsa janmaśatabarsha saṅkalana / bhūmikā, Śrītripurāśaṅkara Sena Śāstrī ; sampādaka Śrīsuśīla Kumāra Sena.",
Śrīśrīrāmakr̥shṇa saṃsparśe / Nirmalakumāra Rāẏa.,
Śrīśrīmanasā pūjāpaddhati : pharddamālā saha / Aruṇa Udaẏa Brahmacārī sampādita.,
"Śrīśrīśītalā-pūjāpaddhati : pharddamālā saha / Ratneśvara Tantrajyotishaśāstrī sampādita ; saṃsodhita o paribarddhita, Kamalākānta Jyoti Sarasvatī.",
Śrīśrībiśvakarmmā pūjāpaddhati : pharddamālā saha / Ratneśvara Tantrajyotishaśāstrī sampādita.,
"Śrīśrīgurugrantha Sāhibajī / saṭika Baṅgānubāda o byākhyā, Hārānacandra Debaśarmmā Cākalādāra.",
Śrīrāmakr̥shṇa-bhaktamālikā / Svāmī Gambhīrānanda.,
Śrīśrīnigamānanda-smr̥ti : pūrṇāṅga jībanī / Śiśirakumāra Basu.,
Śrīśrīmāẏera smr̥tikathā / Svāmī Sāradeśánanda.,
Śrīśrīrāmakr̥shṇalīlā-abhidhāna / Kālījībana Debaśarmā saṅkalita.,
Śrīśrītārānāma kabaca / Śambhukiṅkara Caṭṭopādhyāẏa.,
Śrīrāmakr̥shṇera Giriśacandra / Sañjība Caṭṭopādhyāẏa.,
Śrīśrīrāmakr̥shṇa-līlāmr̥ta / Baikuṇṭhanātha Sānnyāla.,
Śrīśrīlokanātha-māhātmya / Kedāreśvara Senagupta saṃkalita.,
"Śrīśrīsantadāsa-smr̥tisudhā / sampādanā, Gaṅgā Debī.",
Śrīśrīrāmaṭhākurera tattvakathā / saṃkalaka [i.e. lekhaka] Śitikaṇtha Senagupta.,
Śrīrāmakr̥shṇadebera līlākathā / Kānanabihārī Mukhopādhyāẏa.,
Śrīśrīgauṛabhaktāmṛta laharī / Kiśorī Dāo [i.e. Dāsa] Bābāji karttṛka sampādita.,
Śrīśrīsantadāsa caritāmr̥ta / Svāmī Premadāsajī Kāṭhiẏā Bābājī Mahārāja.,
Śrīśrīsāradā-pun̐thi / Svāmī Kr̥shṇānanda.,
Śrīsatīmā candrikā / Advaita Candra Dāsa.,
Śrīśrīṭhākura-kathā / [saṅkalaka] Kiṅkara Omānanda (Mādhaba Rāmānuja).,
Śrīmatī bhaẏaṃkarī / Gautama Rāẏa.,
Śrīśrībijaẏakr̥shṇa parijana / Durgeśacandra Bandyopādhyāẏa.,
Śrīśrīśyāmānanda prakāśa / Kr̥shṇacaraṇa Dāsa biracita ; Kiśorī Dāsa Bābājī karttr̥ka sampādita.,
Śrīrāmakr̥shṇa smr̥tikathā / Śrīharihara Caṭṭopādhyāẏa.,
Śrīśrīprabhujagadvandhusundarera abadāna : Baishṇaba sāhitye o darśane / Rabīndranātha Ghosha.,
Śūnya hiranmaẏacūrṇa / Ajita Basu.,
Śubha nababarsha / Āśraāpha Siddikī.,
Śrīrādhāra dinalipi / Atanu Maṇḍala.,
Śrīmāna Rañjābatī / Kāberī Rāẏacaudhurī.,
"Śunābhānera puthi : Sonābhānera pun̐thi / Munsī Ābdula Karima ; lipyantara, Moḥ. Ābdula Mānnāna.",
Śvetapadmera rūpa / Ramena Datta.,
Śrīsanātana-śikshā / ṭīkākāra Rādhāgovinda Nātha.,
Śubha pariṇaẏa / Diladāra sampādita.,
Śubhecchā sāta / Rābeẏa Khātuna.,
Śreshṭha galpa / Jaẏā Mitra.,
Śreshṭha galpa / Anila Ghaṛāi.,
Śreshṭha galpa / Nabāruṇa Bhaṭṭācārya.,
Śreshṭha galpa / Jyotiprakāśa Datta.,
Śreshṭha kabitā / Nīlāñjana Mukhopādhyāẏa = Sreshtha kobita / by Nilanjan Mukhopadhyay.,
Śrīkavikarṇera pālā = Pālās of Śrī Kavi Karṇa / compiled and edited by Bishnupada Panda.,
Śrīmadbhāgabatera bhūmikā ; Gora-karuṇā-mandākinī-ṭīkāsambalita / Śrīrādhāgobindanātha Kartr̥ka likhita.,
Śrīśrīsāradāmātā līlāmr̥ta / Nirmalakumāra Rāẏa.,
Śrīrāmakr̥shṇera sānnidhye / Svāmī Cetanānanda.,
Tāykerātula āmbiẏā / [lekhaka] Rasíd̄a Āhamada.,
Śubhecchā nāo / Imadādula Haka Milana.,
Śrīśrīrādhārasa-sudhānidhi : stotrakāvya / Prabodhānanda Sarasvatīpāda-viracita ; Baṅgal̄a ṭīkākāra va sampādaka Anantadāsa Bābājī Mahārāja ; Hindī rūpāntarakāra Brajagopāladāsa Agravāla.,
Śrīmaẏī Mā / Nabakumāra Basu.,
Śyāma Sāheba / Sunila Gaṅgopādhyāẏa.,
"Śrībijñāna-bhairaba : Śaibāgamera sādhanāra prāmāṇika grantha / anubāda o bibr̥ti, Rāmacandra Adhikārī.",
Śrīrāmakr̥shṇera bhābādarśa / Svāmī Bhūteśānanda.,
Tamasā balaẏa / [lekhikā] Rājiẏā Majida.,
Tāṛiṃ māriṃ / Ābu Sāleha.,
Śrīmatīra raṇabhaṅga / Muhāmmada Śāhādata Ālī Ānasārī.,
Tamisrāra pāre / Allāla Bhaṭṭa.,
Thiẏeṭāra bhābanā / Bishṇu Basu.,
Sūryera sin̐ṛi / [lekhaka] Ābadula Gani Hājārī.,
Sūrya mukhī / [lekhaka] Jahirula Isalāma.,
Sūryāstera raṃ / Pratibhā Basu.,
Sūryyera siṅṛi / [Sampādanāẏa: Muhāmmada Matina.,
Stabdha prahara / [Lekhaka] Premendra Mitra.,
Svapne upakūle / Sajala Bandyopādhyāẏa.,
Svapnera mato / Saiẏada Mustāphā Sirāja.,
Svapnera chabi : choṭagalpa o anugalpera saṃkalana / Pragati Māiti.,
Svapnera bāṛi / Debala Debbarmā.,
Svarṇabhūmira upakathā / Mañjulā Mukhopādhyāẏa.,
Svarṇamaẏī sonāmukhī / Dīpaṅkara Dāsa.,
Svapnera svādhīnatā / Samīra Rakshita.,
Śaṅkhakanyā Ākhatāra / Ānoẏārā Ājāda = Shankhakanya Akhter / Anowara Azad.,
Śesha kalāma / Mamatāja Begama.,
Tārāśaṅkara smr̥tikathā / Tārāśaṅkara Bandyopādhyāẏa.,
Tānapurā rahasya / Pradīpa Kumāra Ghosha.,
Ślīle aślīle / Rañjana Bandyopādhyāẏa.,
Śrīkāntera Kamalalatā / Biśvanātha Caudhurī.,
Śrīcaitanyera śishyabyabahāra : Śrīśrīcaitanyacaritāmr̥ta Abalambane / Bīrendra Candra Sarakāra.,
Śrīkānte Śarat̲candra / Madhusūdana Bandyopādhyāẏa.,
"Śrīgurusaṅge, Śrīguruprasaṅge / Svāmī Nirmmalānanda.",
"Śrīmadbhāgabate-""Bedastuti"" : śrutirūpā nityasiddhā bhābamaẏī gopī gīta tattva byākhyā / [sampādaka] Sulocana Śāstrī.",
Śrutināṭaka-kosha / Nīradabaraṇa Hājarā.,
Śrīśrīṭhākura Anukūlacandra / Brajagopāla Dattarāẏa.,
Tamāla araṇye ; Pratīki kābyanāṭaka / [lekhaka] Asita Sarakāra.,
Śreshṭha galpa / Sohārāba Hosena.,
Śrīrāmadāsa pratibhā : Śrīrāmadāsa Bābājī mahāśayera saṃkshipta paricaẏasaha (tām̐ra) bibhinnamukhī pratibhāra saṃkshipta dikdarśana / Rāmakiṅkara Dāsa.,
Thiẏeṭāra thiẏeṭāra / Sañjība Sena.,
Thiẏeṭārera Kalakātā : Bilāti mañca theke Bāṅāli uṭhona / Salila Sarakāra.,
Śatadru-Bipāśā / Minati Datta Miśra.,
Śesha nāliśa / Āśrāpha Siddikī.,
Śikaṛera prabāha / Kāmāla Hosena.,
Śrābaṇe phālgune / Bābula Sirājī.,
Śokārta tarabāri / Hāsāna Hāphijura Rahamāna.,
Śreshṭha upanyāsa / Maīnula Āhasāna Sābera = Shastha uponays / by Moinul Ahsan Saber.,
Śreshṭha kabitā / Kalyāṇabrata Cakrabarṭi = Shrestho kobita / by Kalyanbrata Chakraborty.,
Śrīcaitanya pradakshiṇa / Bishṇupada Pāṇdā.,
Śrīkr̥shṇera rājanīti / Bijaẏakumāra Rāẏa.,
Śudhu kathā / Cāṇakya Sena.,
Śrīrāmakr̥shñera ātmacarita / saṃkalaka Nīrendra Gupta.,
Śrīśrīgaurāṅga-līlāmr̥ta / Śrīsurendramohana Śāstrī.,
Śrīśrīannapūrṇā pūjāpaddhati : pharddamālā saha / Ratneśvara Tantrajyotishaśāstrī sampādita.,
Śrīśrītārāpūjā paddhati : pharddamālā saha / Aruṇa Udaẏa Brahmacārī sampādita.,
Śrīśrīrāmakr̥shṇakathāmr̥ta-prasaṅga / Svāmī Bhuteśānanda.,
Śrīśrīanaṅgamañjarī-sampuṭikā : bibidha pun̐thira pāṭhāntara-saha aprakāśitapūrba abhinaba grantha / Rāmacandra Gosvāmīpāda biracitā ; Sundarānanda Bidyābinoda sampādita.,
Śrīśrīsaṅgha-gītā : Praṇabānandaji Mahārājera yugabāṇī / sampādaka Svāmi Bedānanda ; saṅkalaka Svāmī Ātmānanda.,
Śrīśrīnagendra-upadeśāmr̥ta / saṃkalaka Bhaktiprakāśa Brahmacārī.,
Śrīśrīkr̥shṇakānta gītāmr̥ta / sampādaka Haridāsa Cakrabarttī.,
Śrīśrīrāmakr̥shṇa-pun̐thi : Bhagabāna Śrīrāmakr̥shṇa Paramahaṃsadebera caritāmr̥ta / Akshaẏakumāra Sena praṇīta.,
Śrīśrīgaṇeśa mahimā / Mahāśvetā Debī.,
Śrīśrīnigamānanda-kathāsaṃgraha / Śiśirakumāra Basu kartr̥ka sampādita.,
Śrīśrībiśuddhānanda prasaṅga / Gopīnātha Kabirāja.,
Śrīsādhanāmr̥ta candrikā : Gaurīya Vaiṣṇavīya nityakr̥tyopāsanā paddhati / Śrīkr̥ṣṇadāsa Bābā biracita ; Śrīharidāsa Śāstri kartr̥ka sampādita.,
Tāsilāra meẏara / Amiẏabhūshaṇa Majumadāra.,
Śubha caẏana / Śubha Dāśagupta.,
"Śruti gītabitāna / parikalpanā, paricālanā, sampādanā, Rejaoẏānā Caudhurī Banyā.",
"Śyāmāprasāda janmaśatabarshe / [sampādanā], Nikhileśa Guha.",
Śateka kabitā ; Ādhunika bāṃlā-kabitā-saṃkalana / Suddhasattva Basu sampādita.,
Śarat̲ smr̥ti / Biśvanātha De sampādita.,
"Śabdarūpa, dhāturūpa / [nāṭyakāra] Pārthapratima Caudhurī.",
"Śaṅkha Ghosha / sampādanā, Śānti Siṃha = Sankha Ghosh / edited by Santi Singha.",
Tām̐ra tare / Sādekā Śaphiullāha.,
Tāke dekhini / Ābadura Rahamāna Śādāba.,
Śirājī-racanābalī / [lekhaka] Saiẏada Isamāila Hosena Śirājī.,
Śātakshīrāra purākīrti / Mijānura Rahamāna.,
Śibanātha Śāstrī : jībana o sāhitya / Bāridabaraṇa Ghosha = Shibnath Sastri : jiban o sahitya / by Baridbaran Ghosh.,
Śilpakalāra nandanatattva / Ḍa. Kājī Mojāmmela Hosena = Shilpokalar nandantatta / by Dr. Kazi Mozammel Hossain.,
Śilpakathā śilpīkathā / Ābula Manasura = Shilpokatha shilpikatha / Abul Monsur.,
Takhana taraṅga / Samara Mukhopadhyāẏa.,
Śreshṭha kabitā / Jyotirindra Maitra.,
Śreshṭha kabitā / Annadāśaṅkara Rāẏa.,
Śreshṭha kabitā / Praṇabendu Dāśagupta.,
Śreshṭha kabitā / Buddhadeba Dāśagupta.,
Śreshṭha prabandha / Atula Sura.,
Śreshṭha kabitā / Maṇibhūshaṇa Bhaṭṭācārya.,
Talakuṭhurira gāna / Oẏāsi Āhameda.,
Śrīarabinda smr̥ti / Biśvanātha De sampādita.,
"Śrīkr̥shṇarukmiṇī-saṃbāda ; o, Śrīkeśabacaritra / Kamalakumārī ; Mitā Cyāṭārji sampādita.",
Paryabekshakera punarpratibedana / Najarula Isalāma.,
Paryaṭakera patra / Prabodha Kumāra Sānyāla.,
Palāśī katadūra / Asīma Rāẏa.,
Pallī gīti / Āratī Dhara.,
Parikalpanā prasaṅga / Rabīndranātha Ghosha.,
"Poṛāmāṭira Esarāja : āñcalika kabitāra saṃkalana / saṃkalana o sampādanā, Kamaleśa Sena.",
Pallī-maṅgala : Nātaka / [lekhaka] Bi. Di. Hābibullāh.,
Palāśira yuddha / Nabīnacandra Sena ; E. Ela. Bẏānarji sampādita.,
"Paradeśe parabāsi : Iṃlyāṅḍera dinaguli / Ābdura Raupha Caudhurī ; bhūmikā-sampādanā, Ābadula Mānnāna Saiẏada ; gabeshaṇa-granthanā, Mukita Caudhurī.",
Padmabījera mālā / Kinnara Rāẏa.,
Paramānu jāne / Alakenduśekhara Patrī.,
Parama lagana / Cittarañjana Māiti.,
Parisruta andhakāra / Parimala Cakrabartī.,
Parājita samrāṭa / [lekhaka] Ramāpada Caudhurī.,
Parbatya Cattagrama : santibahini Jiya hatya Manajura khuna / Mahiuddina Ahamada.,
Baṛucaṇḍīdāsera Śrīkr̥shṇakīrtana : Rādhābiraha khaṇḍa / [sampādaka] Cittarañjana Lāhā.,
Pachandera pan̐ciśa / Svapana Sena = Pachander panchish / by Swapan Sen.,
Ostāda kāhinī / Ajita Kr̥shṇa Basu.,
Sāhitya-samīkshā / Sunīlakumāra Mukhkopādhyāẏa.,
Sāhitya-jijñāsā / Sarojamohana Mitra.,
Sāhitya-prasaṅga / Kālidāsa Rāẏa.,
Sādā kāka / Svapnamaẏa Cakrabartī.,
Sānubāda-Muṇḍamālātantram / Pañcānana Śāstriṇā anūditam sampāditañca.,
"Sāmaveda-saṃhitā / anubāda o sampādanā, Paritosha Ṭhākura.",
Sāṃbādikera saṃbāda / Ema. E. Mānnāna [sampādita].,
Sāmaẏikapatre Rabīndraprasaṅga / Sureśacandra Samājapati.,
Sāhityika puraskāra / sampādaka Aśokakumāra Kuṇḍu.,
Sāmyabādī rājapatha : nibandhamūlaka upanyāsa / Jyotirmaẏa Bandyopādhyāẏa.,
"Sākshāt̲a R̥tvika : R̥tvika Ghaṭakera 18 ṭi sākshāt̲akāra, R̥tvika samparke 21 janera lekhā, kathā / Śibāditya Dāśagupta o Sandīpana Bhaṭṭācārya sampādita.",
Sāmane samaẏa / Nājamā Jesamina Caudhurī.,
Sāẏāhṇa yūthikā / Makabulā Manajura.,
Sātaṭi nāṭaka / Saiẏada Śāmasula Haka.,
Sārkāsa sārkāsa / Ājāda Ābula Kālāma = Circus circus / by Azad Abul Kalam.,
"Serā tina : tinaṭi upanyāsa ekatre : Manasura Miñāra ghoṛa, Janaikā pāṇiprāthinī, Prathama bhālobāsā / Amarendra Sānyāla.",
Serā pañcāśa / Rameśa Pālita.,
Serā galpa / Salāma Sāleha Udadīna = Sera golpo / by Salam Saleh Uddin.,
Candṛaketu gaṛa / Dilīpa Kumāra Maite.,
Sacitra guljāranagara / Kedāranātha Datta (Bhān̐ṛa) ; Cittarañjana Bandyopādhyāẏa sampādita ; Niśītharañjana Rāẏa likhita kathāmukha.,
Samrāṭa Kaṇishka / Pārthapratima Caudhurī.,
Samudraguptera śāsanābalī / Rabīndrakumāra Siddhāntaśastrī.,
Saṃkaṭera mantāja / Surañjana Rāẏa.,
Saṃgītaśāstra samīkshā / Pradīpa Kumāra Ghosha.,
Saṃgīta-cintā / [Lekhaka] Rabīndranātha Thākura.,
Saṃgrāma calache : strī-bhumikā-barjita nāṭaka / Agradūta.,
Saṃlagna antarāla / Hr̥shīkeśa Mukhopādhyāẏa.,
Saṃkalita galpa / Śāntirañjana Bandyopādhyāẏa.,
Saṃbādera nepathye / Amitābha Caudhurī.,
Saṃgīta manīshā / Amala Dāśaśarmā.,
Saṃhatira saṅkaṭa / Annadāśaṅkara Rāẏa.,
Saṃbādapatra bipaṇana / Ābadula Hāi Siddika.,
Saṃkalana dīpikā / Śrīmanta Kumāra Baṇika.,
Saṃskāra-kusaṃskāra / Bhabānīprasāda Sāhu.,
Saṃkshipta bisv́akosha / [lekhaka] Ābula Kāsima Muhāmmada Ādamuddīna.,
Bijñāne Musalima / [lekhaka] Mohāmmada Salah Uddīn.,
Uttarapūrbera agnipathe / Pallaba De.,
Ut̲asārita ālo / Samareśa Majumadāra.,
Sañjībanī mantra : Bengali devotional songs / Rāmakumāra Caṭṭopādhyāẏa.,
Carera mithuna / Brajamādhaba Bhaṭṭācārya.,
Sarat̲-bicitrā / Śarat̲candra Caṭṭopādhyāẏa.,
Ūshāra ālo / Pradīpa Kumāra Barmaṇa = Ushar alo / by Pradip Kumar Barman.,
Sarasa galpasamagra / Tārāpada Rāẏa.,
"Sarasa sāhityacarcā : byakti, sāhitya, samāja niẏe / Śarat̲akumāra Mukhopādhyāẏa.",
Sakālabelāra galpa / Debāśisa Ghosha = Sakaalbelaar galpo / by Debashis Ghosh.,
Saphiuddīna Āhameda / Saiẏāda Ājijula Haka.,
"Saptahasta samudrasaṃlāpa : kabitāsaṃgraha / Śimula Māhamuda ; bhūmikā, Mr̥ṇāla Basucaudhurī.",
Bidehinī anabaguṇṭhitā / Dvijendranātha Mitra.,
Bidyāsāgara-smaraṇikā / sampādaka Śrīharipada Cakrabartī.,
"Bicchinna, abicchinna / Pabitra Mukhopādhyāẏa.",
Bidyāsāgara smr̥ti / Biśvanātha De sampādita.,
Bidhvasta saṃlāpa / [lekhaka] Kājī Māhabubura Rahamāna.,
Bidrohī Najarula : Najarula jībanālekhyera pūrṇāṅga nāṭyarūpa / [lekhaka] Sāẏedula Isalāma.,
Sandhyā nadī / Debāśisa Bandyopādhyāẏa.,
Saṅginī raṅgiṇī / Acintyakumāra Senagupta.,
Saṅgīta sambandha / Debajyoti Datta Majumadāra.,
Reśamira ātmacarita / Saiẏada Mustāphā Sirāja.,
Āllāmā Ikabāla / [lekhaka] Ābuy Yohā Nūra Āhmada.,
Ākāśera nīle / [lekhika] Hāsi Siddikī.,
Ālora Banyā / [lekhaka] Mālākāra.,
Āmarā dujanā / Nimāi Bhaṭṭācārya.,
Priẏa Amitābha / Śyāmala Datta Caudhurī = Priyo Amitava / by Shyamal Dutta Choudhury.,
Pikāḍili sārkāsa / [lekhaka] Mohāmmada Ābadula Āuẏāla.,
Pleṭora kāllipalisa / Śariphā Khātūna.,
Āmādera kabijanma / Śyāmalakānti Dāśa.,
Āmādera Bholādā / Nibeditā Mukhopādhyāẏa.,
"Āloka-bāhī / [lekhaka] Mostāna Elāhi, Saṃpādaka] Sirājula Haka.",
Ālora parasá / [lekhaka] Ema. E. Hāséma Khāna.,
Ājakera Baguṛā : Atīta o bartamāna / praṇaẏane o sampadanȧya: Āmāna Ullāha Khāna.,
Ājakera galpa / Sunila Gangopādhyāẏa sampādita.,
Āja āchi / Śaibāla Mitra.,
Ālo āche / Nīlāñjana Caṭṭopādhyāẏa.,
Ājakera nāẏaka / Śaktipada Rājaguru.,
Ākāśa bharā / Ānoẏārā Saiẏada Haka = Akash vora / by Amwara Syed Haque.,
Ālora gandha / Smaraṇajit̲a Cakrabartī.,
"Ālokita saṃgrāma : atidaridra paribārera arthanaitika o khādya nirāpattā prakalpa Bāgerahāṭa, Rāmapāla-Maṃlā-Moṛalaganj̃a-Upajelā / gabeshanā, Śārābāna Tāhurā, Mohāmmāda Sāyeda Māmūna Bāppi = Struggle towards enlightenment : stimulating household improvements resulting in economic empowerment (SHIREE), Rampal-Morrelganj-Mongla Upazilla / researchers, Saraban Tahura, Mohammad Sayed Mamun Bappy.",
Āmāra kathā / Ājama Khāna [and others].,
Āphrikī dulhāna : Aitihāsika upanyāsa / [lekhaka] Maha'mūdura Rahamāna.,
Āmāra jībana / [lekhaka] Ābadura Rahamāna Khān.,
Āmāra galpa / Sucitrā Bhaṭṭācārya.,
"Āmāra Bikramapura / Hariānanda Bāṛarī ; [anubāda, Nanditā Mukhopādhyāẏa].",
Ālora isārā / [Lekhikā] Śipra Datta.,
Ākāśa kusuma / Bimala Kara.,
Ājakera ekāṅka / sampādanā: Dilīpa Maulika [o] Śāntiraṅjana Cakrabartī.,
Ālora pipāsā / Banaphula [o] Taruṇa Majumadāra.,
Āja Kalakātāẏa : Galpa saṃkalana / sampādanā Ratīśa Rāẏa.,
Ālokita samābeśa / Baruṇa Ghosha sampādita.,
Āmarāo mānusha / Śrīharipada Mannā.,
Ākāśa pātāla / Sunīla Gaṅgopādhyāẏa.,
Āloẏa uttaraṇa / Cittarañjana Mukhopādhyāẏa.,
Ālāpinīra ālāpanī / Amitā Basu.,
Āinera andhakāre / Gājī Śāmachura Rahamāna.,
Āmarā sabāi / Ramāpada Caudhurī.,
Priẏa śāṛīguli / Raphika Ājāda.,
"Priẏa upanyāsa / sampādanā, Jhumā Rāẏacaudhurī.",
Priẏa bāndhabīke / Praceta Gupta.,
Priẏāṅkāra chelei : nārī-kendrika bāroṭi galpa / Rāmakumāra Mukhopādhyāẏa.,
